orig_path,prep_path,class,Output,width,height,resize_mode
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (96).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (96).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (97).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (97).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (98).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (98).png,Anthracnose,1,480,435,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (99).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (99).png,Anthracnose,1,480,287,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (1).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (1).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (10).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (10).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (100).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (100).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (101).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (101).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (102).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (102).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (103).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (103).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (104).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (104).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (105).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (105).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (106).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (106).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (107).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (107).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (108).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (108).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (109).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (109).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (11).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (11).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (110).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (110).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (111).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (111).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (112).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (112).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (113).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (113).png,Brown_Stem_Spot,1,480,441,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (114).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (114).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (115).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (115).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (116).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (116).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (117).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (117).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (118).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (118).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (119).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (119).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (12).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (12).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (13).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (13).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (14).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (14).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (15).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (15).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (16).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (16).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (17).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (17).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (18).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (18).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (19).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (19).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (2).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (2).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (20).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (20).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (21).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (21).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (22).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (22).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (23).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (23).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (24).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (24).png,Brown_Stem_Spot,1,480,503,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (25).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (25).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (26).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (26).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (27).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (27).png,Brown_Stem_Spot,1,480,466,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (28).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (28).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (29).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (29).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (3).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (3).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (30).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (30).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (31).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (31).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (32).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (32).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (33).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (33).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (34).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (34).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (35).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (35).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (36).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (36).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (37).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (37).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (38).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (38).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (39).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (39).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (4).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (4).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (40).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (40).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (41).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (41).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (42).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (42).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (43).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (43).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (44).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (44).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (45).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (45).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (46).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (46).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (47).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (47).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (48).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (48).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (49).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (49).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (5).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (5).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (50).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (50).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (51).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (51).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (52).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (52).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (53).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (53).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (54).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (54).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (55).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (55).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (56).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (56).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (57).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (57).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (58).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (58).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (59).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (59).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (6).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (6).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (60).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (60).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (61).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (61).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (62).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (62).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (63).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (63).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (64).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (64).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (65).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (65).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (66).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (66).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (67).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (67).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (68).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (68).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (69).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (69).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (7).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (7).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (70).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (70).png,Brown_Stem_Spot,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (71).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (71).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (72).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (72).png,Brown_Stem_Spot,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (73).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Brown_Stem_Spot\Brown_Stem_Spot (73).png,Brown_Stem_Spot,1,480,640,width480
