orig_path,prep_path,class,Output,width,height,resize_mode,gaussian,gamma,equalization
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (37).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (37).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (38).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (38).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (39).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (39).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (4).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (4).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (40).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (40).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (41).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (41).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (42).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (42).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (43).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (43).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (44).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (44).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (45).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (45).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (46).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (46).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (47).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (47).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (48).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (48).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (49).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (49).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (5).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (5).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (50).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (50).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (51).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (51).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (52).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (52).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (53).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (53).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (54).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (54).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (55).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (55).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (56).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (56).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (57).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (57).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (58).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (58).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (59).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (59).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (6).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (6).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (60).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (60).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (61).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (61).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (62).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (62).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (63).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (63).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (64).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (64).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (65).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (65).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (66).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (66).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (67).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (67).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (68).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (68).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (69).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (69).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (7).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (7).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (70).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (70).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (71).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (71).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (72).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (72).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (73).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (73).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (74).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (74).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (75).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (75).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (76).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (76).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (77).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (77).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (78).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (78).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (79).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (79).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (8).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (8).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (80).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (80).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (81).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (81).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (82).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (82).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (83).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (83).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (84).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (84).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (85).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (85).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (86).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (86).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (87).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (87).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (88).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (88).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (89).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (89).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (9).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (9).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (90).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (90).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (91).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (91).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (92).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (92).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (93).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (93).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (94).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (94).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (95).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (95).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (96).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (96).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (97).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (97).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (98).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (98).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Brown_Stem_Spot\Brown_Stem_Spot (99).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Brown_Stem_Spot\Brown_Stem_Spot (99).jpg,Brown_Stem_Spot,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Gray_Blight\Gray_Blight (1).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Gray_Blight\Gray_Blight (1).jpg,Gray_Blight,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\data\Converted Images\Gray_Blight\Gray_Blight (10).jpg,E:\Kuliah\Pengenalan Pola\addressing_agricultural_challenges\outputs\preprocessed_index\Gray_Blight\Gray_Blight (10).jpg,Gray_Blight,1,300,300,fixed300_bilinear,"(5, 5)_sigma0",1.2,hist_eq
